Dt: 0.025, Order: 6, Knots: 9302, MinTime: 1645021150.9983459, MaxTime: 1645021383.523346
0,1645021150.9983458518981934,81.4688271377015809,-18.2962299472762915,3.3546662841858512,0.9326847374625690,0.3601471247296052,0.0193131734041171,-0.0044978201875348
1,1645021151.0233459472656250,81.4686567214968704,-18.2965665041372390,3.3547311251150398,0.9315147135959788,0.3628053359440698,0.0213892105614022,-0.0139688308842310
2,1645021151.0483458042144775,81.4685669244687887,-18.2969368726412185,3.3547326003982270,0.9328639087192003,0.3591795554761748,0.0261121694037964,-0.0085515698032932
3,1645021151.0733458995819092,81.4684955032585805,-18.2973135487791296,3.3546863410190411,0.9313168805495050,0.3633244535303717,0.0241341820591941,-0.0078581630633188
4,1645021151.0983457565307617,81.4684837724284563,-18.2976019100842393,3.3545886488969310,0.9330575732234109,0.3590609477730937,0.0211964813898883,-0.0054323117928930
5,1645021151.1233458518981934,81.4685580913511984,-18.2977461082041906,3.3544476578401170,0.9306363357447245,0.3652387623371754,0.0192555982868358,-0.0120780384440934
6,1645021151.1483459472656250,81.4687492683116403,-18.2978391700363510,3.3543044010014449,0.9336784393767008,0.3568914295725895,0.0274146074340744,-0.0110235493357466
7,1645021151.1733458042144775,81.4688958914672554,-18.2979213417313389,3.3541530652309799,0.9308052318580667,0.3647327636733350,0.0231460306776166,-0.0059910527232381
8,1645021151.1983458995819092,81.4690226519631864,-18.2979597092860189,3.3540067718725242,0.9333228766515731,0.3583464073418484,0.0211872551108746,-0.0068818954430715
9,1645021151.2233457565307617,81.4691746254961515,-18.2979305331546307,3.3538937976322871,0.9306250916212396,0.3652332441716160,0.0204084055974652,-0.0111854002076680
10,1645021151.2483458518981934,81.4694060016390296,-18.2978584524120507,3.3538170536348950,0.9329455685563168,0.3589368399785617,0.0250878636243820,-0.0121453742675763
11,1645021151.2733459472656250,81.4696374174199605,-18.2977387194762215,3.3537142251712870,0.9315124625161305,0.3626485084876218,0.0268003850986905,-0.0072340049350287
12,1645021151.2983458042144775,81.4698683922996310,-18.2975011836953598,3.3536174258120850,0.9326795882236057,0.3601452411392940,0.0194156370562424,-0.0052176655187292
13,1645021151.3233458995819092,81.4699236649641705,-18.2972579724833899,3.3534964208300102,0.9312282849518976,0.3635848360978519,0.0217740480722551,-0.0120763858746240
14,1645021151.3483457565307617,81.4699883266794842,-18.2970664715540998,3.3534097673627028,0.9327028400439233,0.3596537510881722,0.0244164526915154,-0.0108824785857687
